sctid	fsn	lattomidsag	lrselector
361844001	"Entire metacarpophalangeal joint of thumb (body structure)"	Y	NULL
361845000	"Entire metacarpophalangeal joint of index finger (body structure)"	Y	NULL
361846004	"Entire metacarpophalangeal joint of middle finger (body structure)"	Y	NULL
361847008	"Entire metacarpophalangeal joint of ring finger (body structure)"	Y	NULL
361848003	"Entire metacarpophalangeal joint of little finger (body structure)"	Y	NULL
361851005	"Entire proximal interphalangeal joint of second finger (body structure)"	Y	NULL
361852003	"Entire distal interphalangeal joint of second finger (body structure)"	Y	NULL
361853008	"Entire proximal interphalangeal joint of third finger (body structure)"	Y	NULL
361854002	"Entire distal interphalangeal joint of third finger (body structure)"	Y	NULL
361855001	"Entire proximal interphalangeal joint of fourth finger (body structure)"	Y	NULL
361856000	"Entire distal interphalangeal joint of fourth finger (body structure)"	Y	NULL
361857009	"Entire proximal interphalangeal joint of fifth finger (body structure)"	Y	NULL
361858004	"Entire distal interphalangeal joint of fifth finger (body structure)"	Y	NULL
361859007	"Entire costovertebral joint (body structure)"	Y	NULL
361860002	"Entire sternocostal joint (body structure)"	Y	NULL
361861003	"Entire obturator membrane (body structure)"	Y	NULL
361862005	"Entire capsule of knee joint (body structure)"	Y	NULL
361863000	"Entire infrapatellar synovial plica (body structure)"	Y	NULL
361864006	"Entire talotibial joint (body structure)"	Y	NULL
361865007	"Entire transverse tarsal joint (body structure)"	Y	NULL
361866008	"Entire calcaneocuboidal joint (body structure)"	Y	NULL
361867004	"Entire cuneonavicular joint (body structure)"	Y	NULL
361868009	"Entire intermetatarsal joint (body structure)"	Y	NULL
361869001	"Entire metatarsophalangeal joint of second toe (body structure)"	Y	NULL
361870000	"Entire metatarsophalangeal joint of third toe (body structure)"	Y	NULL
361871001	"Entire metatarsophalangeal joint of fourth toe (body structure)"	Y	NULL
361872008	"Entire metatarsophalangeal joint of fifth toe (body structure)"	Y	NULL
361873003	"Entire proximal interphalangeal joint of toe (body structure)"	Y	NULL
361874009	"Entire distal interphalangeal joint of toe (body structure)"	Y	NULL
361877002	"Entire proximal interphalangeal joint of second toe (body structure)"	Y	NULL
361878007	"Entire distal interphalangeal joint of second toe (body structure)"	Y	NULL
361879004	"Entire proximal interphalangeal joint of third toe (body structure)"	Y	NULL
361880001	"Entire distal interphalangeal joint of third toe (body structure)"	Y	NULL
361881002	"Entire proximal interphalangeal joint of fourth toe (body structure)"	Y	NULL
361882009	"Entire distal interphalangeal joint of fourth toe (body structure)"	Y	NULL
361883004	"Entire proximal interphalangeal joint of fifth toe (body structure)"	Y	NULL
361884005	"Entire distal interphalangeal joint of fifth toe (body structure)"	Y	NULL
361887003	"Entire tendon and tendon sheath of wrist (body structure)"	Y	NULL
361888008	"Entire tendon and tendon sheath of hand (body structure)"	Y	NULL
361889000	"Entire tendon and tendon sheath of finger (body structure)"	Y	NULL
361890009	"Entire fibrous sheath of finger (body structure)"	Y	NULL
361891008	"Entire vincula tendinum of tendons of fingers (body structure)"	Y	NULL
361892001	"Entire tendon and tendon sheath of hip and lower extremity (body structure)"	Y	NULL
361893006	"Entire tendon and tendon sheath of knee (body structure)"	Y	NULL
361894000	"Entire tendon and tendon sheath of leg and ankle (body structure)"	Y	NULL
361895004	"Entire tendon and tendon sheath of foot (body structure)"	Y	NULL
361896003	"Entire fibrous sheath of toe (body structure)"	Y	NULL
361897007	"Entire costotransverse ligament (body structure)"	Y	NULL
361899005	"Entire coracoclavicular ligament (body structure)"	Y	NULL
361900000	"Entire inguinal ligament (body structure)"	Y	NULL
361901001	"Entire sacrotuberal ligament (body structure)"	Y	NULL
361902008	"Entire ligament of shoulder and upper extremity (body structure)"	Y	NULL
361904009	"Entire medial ligament of talocrural joint (body structure)"	Y	NULL
361905005	"Entire temporal fascia (body structure)"	Y	NULL
361907002	"Entire superficial inguinal ring (body structure)"	Y	NULL
361908007	"Entire transversalis fascia (body structure)"	Y	NULL
361909004	"Entire palmar aponeurosis (body structure)"	Y	NULL
361910009	"Femoral triangle (surface region) (body structure)"	Y	NULL
361911008	"Entire fascia lata (body structure)"	Y	NULL
361912001	"Entire femoral canal (body structure)"	Y	NULL
361913006	"Entire deep perineal space (body structure)"	Y	NULL
361914000	"Entire ischiorectal fossa (body structure)"	Y	NULL
361916003	"Entire obturator fascia of pelvis (body structure)"	Y	NULL
361917007	"Entire puboprostatic ligament (body structure)"	Y	NULL
361923002	"Entire respiratory region of nose (body structure)"	Y	NULL
361924008	"Entire olfactory region of nose (body structure)"	Y	NULL
361925009	"Entire middle nasal meatus (body structure)"	Y	NULL
361928006	"Entire greater alar cartilage (body structure)"	Y	NULL
361931007	"Entire nasal turbinate (body structure)"	Y	NULL
361932000	"Entire inferior nasal turbinate (body structure)"	Y	NULL
361933005	"Entire middle nasal turbinate (body structure)"	Y	NULL
361934004	"Entire superior nasal turbinate (body structure)"	Y	NULL
361935003	"Entire supreme nasal turbinate (body structure)"	Y	NULL
361937006	"Entire lateral wall of nasopharynx (body structure)"	Y	NULL
361943008	"Entire thyrohyoid membrane (body structure)"	Y	NULL
361944002	"Entire cricothyroid articulation (body structure)"	Y	NULL
361945001	"Entire cricoarytenoid articulation (body structure)"	Y	NULL
361947009	"Entire ventricular fold of larynx (body structure)"	Y	NULL
361949007	"Entire ventricle of larynx (body structure)"	Y	NULL
361950007	"Entire right vocal cord (body structure)"	R	NULL
361951006	"Entire left vocal cord (body structure)"	L	NULL
361955002	"Entire right main bronchus (body structure)"	R	NULL
361956001	"Entire bronchus of right upper lobe (body structure)"	R	NULL
361957005	"Entire bronchus of right middle lobe (body structure)"	-	R
361958000	"Entire bronchus of right lower lobe (body structure)"	R	NULL
361959008	"Entire left main bronchus (body structure)"	L	NULL
361960003	"Entire bronchus of left upper lobe (body structure)"	L	NULL
361961004	"Entire bronchus of left lower lobe (body structure)"	L	NULL
361962006	"Entire bronchiole (body structure)"	Y	NULL
361963001	"Entire medial surface of lung (body structure)"	Y	NULL
361964007	"Entire alveolar sac of lung (body structure)"	Y	NULL
361965008	"Entire alveolar wall (body structure)"	Y	NULL
361966009	"Entire bronchopulmonary segment (body structure)"	Y	NULL
361967000	"Entire right lung (body structure)"	R	NULL
361968005	"Entire hilum of right lung (body structure)"	R	NULL
361969002	"Entire right upper lobe of lung (body structure)"	R	NULL
361970001	"Entire apical segment of right upper lobe of lung (body structure)"	R	NULL
361971002	"Entire posterior segment of right upper lobe of lung (body structure)"	R	NULL
361972009	"Entire anterior segment of right upper lobe of lung (body structure)"	R	NULL
361973004	"Entire right middle lobe of lung (body structure)"	-	R
361974005	"Entire lateral segment of right middle lobe of lung (body structure)"	-	R
361975006	"Entire medial segment of right middle lobe of lung (body structure)"	-	R
361976007	"Entire right lower lobe of lung (body structure)"	R	NULL
361977003	"Entire apical segment of right lower lobe of lung (body structure)"	R	NULL
361978008	"Entire anterior basal segment of right lower lobe of lung (body structure)"	R	NULL
361979000	"Entire lateral basal segment of right lower lobe of lung (body structure)"	R	NULL
361980002	"Entire posterior basal segment of right lower lobe of lung (body structure)"	R	NULL
361981003	"Entire subapical segment of right lower lobe of lung (body structure)"	R	NULL
361982005	"Entire left lung (body structure)"	L	NULL
361983000	"Entire hilum of left lung (body structure)"	L	NULL
361984006	"Entire left upper lobe of lung (body structure)"	L	NULL
361985007	"Entire apicoposterior segment of upper division of left upper lobe of lung (body structure)"	L	NULL
361986008	"Entire anterior segment of upper division of left upper lobe of lung (body structure)"	L	NULL
361989001	"Entire left lower lobe of lung (body structure)"	L	NULL
361990005	"Entire superior segment of left lower lobe of lung (body structure)"	L	NULL
361991009	"Entire anterior basal segment of left lower lobe of lung (body structure)"	L	NULL
361992002	"Entire lateral basal segment of left lower lobe of lung (body structure)"	L	NULL
361993007	"Entire posterior basal segment of left lower lobe of lung (body structure)"	L	NULL
361994001	"Entire medial basal segment of left lower lobe of lung (body structure)"	L	NULL
361995000	"Entire subapical segment of left lower lobe of lung (body structure)"	L	NULL
361996004	"Entire pleural sac (body structure)"	Y	NULL
361997008	"Entire visceral pleura (body structure)"	Y	NULL
361998003	"Entire parietal pleura (body structure)"	Y	NULL
361999006	"Entire pleural cavity (body structure)"	Y	NULL
362000000	"Entire right pleura (body structure)"	R	NULL
362001001	"Entire left pleura (body structure)"	L	NULL
362002008	"Entire mediastinal pleura (body structure)"	Y	NULL
362007002	"Entire right side of heart (body structure)"	-	R
362008007	"Entire left side of heart (body structure)"	-	L
362018002	"Entire myocardium of right atrium (body structure)"	-	R
362020004	"Entire myocardium of right ventricle (body structure)"	-	R
362021000	"Entire myocardium of left ventricle (body structure)"	-	L
362023002	"Entire right atrioventricular ostium (body structure)"	-	R
362034004	"Entire left coronary artery (body structure)"	-	L
362035003	"Entire anterior descending branch of left coronary artery (body structure)"	-	L
362036002	"Entire circumflex branch of left coronary artery (body structure)"	-	L
362037006	"Entire right coronary artery (body structure)"	-	R
362040006	"Entire carotid artery (body structure)"	Y	NULL
362041005	"Entire common carotid artery (body structure)"	Y	NULL
362042003	"Entire right common carotid artery (body structure)"	R	NULL
362043008	"Entire left common carotid artery (body structure)"	L	NULL
362044002	"Entire external carotid artery (body structure)"	Y	NULL
362045001	"Entire internal carotid artery (body structure)"	Y	NULL
362046000	"Entire petrous portion of internal carotid artery (body structure)"	Y	NULL
362049007	"Entire glomerular capillaries (body structure)"	Y	NULL
362050007	"Entire common iliac artery (body structure)"	Y	NULL
36205006	"Structure of tectorial membrane (body structure)"	Y	NULL
362051006	"Entire superficial palmar arch (body structure)"	Y	NULL
362052004	"Entire arterial rete of elbow joint (body structure)"	Y	NULL
362053009	"Entire left popliteal artery (body structure)"	L	NULL
362054003	"Entire arterial network of knee (body structure)"	Y	NULL
362055002	"Entire plantar arterial arch (body structure)"	Y	NULL
362056001	"Entire medial malleolar arterial network (body structure)"	Y	NULL
362057005	"Entire lateral malleolar arterial network (body structure)"	Y	NULL
362065008	"Entire venous system of upper extremity (body structure)"	Y	NULL
362066009	"Entire superficial venous system of upper extremity (body structure)"	Y	NULL
362067000	"Entire deep venous system of upper extremity (body structure)"	Y	NULL
362068005	"Entire venous system of lower extremity (body structure)"	Y	NULL
362069002	"Entire superficial venous system of lower extremity (body structure)"	Y	NULL
362070001	"Entire deep venous system of lower extremity (body structure)"	Y	NULL
362071002	"Entire femoral vein (body structure)"	Y	NULL
362072009	"Saphenous vein structure (body structure)"	Y	NULL
362073004	"Entire dorsal venous network of foot (body structure)"	Y	NULL
362074005	"Entire plantar venous network (body structure)"	Y	NULL
362085007	"Entire nasolabial sulcus (body structure)"	Y	NULL
362103001	"Entire occlusal surface of tooth (body structure)"	Y	NULL
362104007	"Entire lingual surface of tooth (body structure)"	Y	NULL
362105008	"Entire cavity of tooth (body structure)"	Y	NULL
362106009	"Entire crown of tooth (body structure)"	Y	NULL
362107000	"Entire cusp of tooth (body structure)"	Y	NULL
362108005	"Entire hard tissue of tooth (body structure)"	Y	NULL
362109002	"Entire apex of root of tooth (body structure)"	Y	NULL
362110007	"Entire pulp of tooth (body structure)"	Y	NULL
362111006	"Entire radicular pulp of tooth (body structure)"	Y	NULL
362112004	"Entire dentin (body structure)"	Y	NULL
362113009	"Entire enamel (body structure)"	Y	NULL
362114003	"Entire cementum (body structure)"	Y	NULL
362115002	"Entire molar tooth (body structure)"	Y	NULL
362116001	"Entire gum and supporting structure of tooth (body structure)"	Y	NULL
362117005	"Entire gingival attachment (body structure)"	Y	NULL
362120002	"Entire periodontal tissues (body structure)"	Y	NULL
362125007	"Entire lateral wall of oropharynx (body structure)"	Y	NULL
36214001	"Structure of endolymphatic sac (body structure)"	Y	NULL
362161002	"Entire right colon (body structure)"	-	R
362164005	"Entire left colon (body structure)"	-	L
362173002	"Entire salivary gland lobe (body structure)"	Y	NULL
362174008	"Entire papilla of salivary gland duct (body structure)"	Y	NULL
362175009	"Entire parotid duct (body structure)"	Y	NULL
362176005	"Entire sublingual gland (body structure)"	Y	NULL
362178006	"Entire duct of minor salivary gland (body structure)"	Y	NULL
362179003	"Entire anterior lingual gland (body structure)"	Y	NULL
362180000	"Entire duct of anterior lingual gland (body structure)"	Y	NULL
362182008	"Entire right lobe of liver (body structure)"	-	R
362183003	"Entire left lobe of liver (body structure)"	-	L
362208000	"Entire right kidney (body structure)"	R	NULL
362209008	"Entire left kidney (body structure)"	L	NULL
362210003	"Entire interstitial tissue of kidney (body structure)"	Y	NULL
362211004	"Entire cortex of kidney (body structure)"	Y	NULL
362212006	"Entire medulla of kidney (body structure)"	Y	NULL
362213001	"Entire renal parenchyma (body structure)"	Y	NULL
362214007	"Entire renal papilla (body structure)"	Y	NULL
362215008	"Entire area cribrosa of renal papilla (body structure)"	Y	NULL
362216009	"Entire perirenal tissue (body structure)"	Y	NULL
362217000	"Entire glomerulus (body structure)"	Y	NULL
362218005	"Entire parietal layer of Bowman's capsule (body structure)"	Y	NULL
362219002	"Entire juxtaglomerular apparatus (body structure)"	Y	NULL
362220008	"Entire proximal convoluted renal tubule (body structure)"	Y	NULL
362221007	"Entire renal pelvis (body structure)"	Y	NULL
362222000	"Entire renal sinus (body structure)"	Y	NULL
362223005	"Entire pelvic portion of ureter (body structure)"	Y	NULL
362232007	"Entire seminal colliculus (body structure)"	Y	NULL
362237001	"Entire labium majus (body structure)"	Y	NULL
362240001	"Entire labium minus (body structure)"	Y	NULL
362244005	"Entire Bartholin's gland (body structure)"	Y	NULL
362259004	"Entire cortex of ovary (body structure)"	Y	NULL
362260009	"Entire medulla of ovary (body structure)"	Y	NULL
362261008	"Entire vesicular ovarian follicle (body structure)"	Y	NULL
362262001	"Entire infundibulum of fallopian tube (body structure)"	Y	NULL
362263006	"Entire uterine portion of fallopian tube (body structure)"	Y	NULL
362270006	"Entire crus penis (body structure)"	Y	NULL
362272003	"Entire tunica albuginea of corpus cavernosum of penis (body structure)"	Y	NULL
362276000	"Entire prostatic duct (body structure)"	Y	NULL
362277009	"Entire superior pole of testis (body structure)"	Y	NULL
362278004	"Entire parenchyma of testis (body structure)"	Y	NULL
362279007	"Entire mediastinum of testis (body structure)"	Y	NULL
362280005	"Entire interstitial tissue of testis (body structure)"	Y	NULL
362281009	"Entire tunica vaginalis (body structure)"	Y	NULL
362282002	"Entire head of epididymis (body structure)"	Y	NULL
362283007	"Entire ligament of epididymis (body structure)"	Y	NULL
362284001	"Entire aberrant ductule of epididymis (body structure)"	Y	NULL
362285000	"Entire ampulla of vas deferens (body structure)"	Y	NULL
362286004	"Entire vas deferens lumen (body structure)"	Y	NULL
362295007	"Entire nerve root (body structure)"	Y	NULL
362314009	"Entire posterior horn of lateral ventricle (body structure)"	Y	NULL
362315005	"Entire inferior horn of lateral ventricle (body structure)"	Y	NULL
362319004	"Entire tela choroidea of lateral ventricle (body structure)"	Y	NULL
362322002	"Entire right cerebral hemisphere (body structure)"	R	NULL
362323007	"Entire left cerebral hemisphere (body structure)"	L	NULL
362324001	"Entire lobe of brain (body structure)"	Y	NULL
362325000	"Entire pyramidal tract (body structure)"	Y	NULL
362326004	"Entire cerebral dorsum (body structure)"	Y	NULL
362327008	"Entire cerebral medial surface (body structure)"	Y	NULL
362328003	"Entire cerebral basal surface (body structure)"	Y	NULL
362330001	"Entire cortex of frontal lobe (body structure)"	Y	NULL
362331002	"Entire white matter of frontal lobe (body structure)"	Y	NULL
362332009	"Entire middle frontal gyrus (body structure)"	Y	NULL
362333004	"Entire inferior frontal gyrus (body structure)"	Y	NULL
362334005	"Entire ascending frontal gyrus (body structure)"	Y	NULL
362336007	"Entire inferior parietal lobule (body structure)"	Y	NULL
362338008	"Entire cortex of occipital lobe (body structure)"	Y	NULL
362339000	"Entire white matter of occipital lobe (body structure)"	Y	NULL
362341004	"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe (body structure)"	Y	NULL
362343001	"Entire cortex of temporal lobe (body structure)"	Y	NULL
362344007	"Entire white matter of temporal lobe (body structure)"	Y	NULL
362345008	"Entire superior temporal gyrus (body structure)"	Y	NULL
362346009	"Entire auditory projection area (body structure)"	Y	NULL
362348005	"Entire uncus of hippocampus (body structure)"	Y	NULL
362349002	"Entire insula and opercula (body structure)"	Y	NULL
362350002	"Entire white matter of insula (body structure)"	Y	NULL
362351003	"Entire operculum (body structure)"	Y	NULL
362352005	"Entire frontal operculum (body structure)"	Y	NULL
362353000	"Entire parietal operculum (body structure)"	Y	NULL
362356008	"Entire olfactory tract (body structure)"	Y	NULL
362357004	"Entire parolfactory area (body structure)"	Y	NULL
362358009	"Entire gyrus paraterminalis (body structure)"	Y	NULL
362359001	"Entire basal ganglia and capsules (body structure)"	Y	NULL
362361005	"Entire globus pallidus (body structure)"	Y	NULL
362362003	"Entire genu of internal capsule (body structure)"	Y	NULL
362363008	"Entire retrolenticular portion of posterior limb of internal capsule (body structure)"	Y	NULL
362364002	"Entire thalamosensory cortical fibers of internal capsule (body structure)"	Y	NULL
362365001	"Entire sublenticular portion of posterior limb of internal capsule (body structure)"	Y	NULL
362367009	"Entire anterior nuclear group of thalamus (body structure)"	Y	NULL
362368004	"Entire stria medullaris (body structure)"	Y	NULL
362369007	"Entire midline nuclear group of thalamus (body structure)"	Y	NULL
362372000	"Entire ventral nuclear group of thalamus (body structure)"	Y	NULL
362375003	"Entire lateral nuclear group of thalamus (body structure)"	Y	NULL
362376002	"Entire geniculate body (body structure)"	Y	NULL
362377006	"Entire lateral geniculate body (body structure)"	Y	NULL
362378001	"Entire medial geniculate body (body structure)"	Y	NULL
362379009	"Entire intralaminar nuclear group of thalamus (body structure)"	Y	NULL
362382004	"Entire preoptic area (body structure)"	Y	NULL
362384003	"Entire magnocellular hypothalamic nucleus (body structure)"	Y	NULL
362386001	"Entire tuberal nuclei of hypothalamus (body structure)"	Y	NULL
362391000	"Entire cerebral peduncle (body structure)"	Y	NULL
362392007	"Entire tegmentum of midbrain (body structure)"	Y	NULL
362393002	"Entire dorsal tegmental nuclei of midbrain (body structure)"	Y	NULL
362395009	"Entire superior colliculus of corpora quadrigemina (body structure)"	Y	NULL
362396005	"Entire inferior colliculus of corpora quadrigemina (body structure)"	Y	NULL
362397001	"Entire medial longitudinal fasciculus (body structure)"	Y	NULL
362398006	"Entire medial lemniscus (body structure)"	Y	NULL
362399003	"Entire lateral lemniscus (body structure)"	Y	NULL
362400005	"Entire extrapyramidal tract (body structure)"	Y	NULL
362401009	"Entire tegmental portion of pons (body structure)"	Y	NULL
362403007	"Entire reticular formation of pons (body structure)"	Y	NULL
362404001	"Entire reticulospinal tract of pons (body structure)"	Y	NULL
362405000	"Entire trapezoid body nucleus (body structure)"	Y	NULL
362408003	"Entire corticopontine tract of pons (body structure)"	Y	NULL
362409006	"Entire pontine portion of corticospinal tract (body structure)"	Y	NULL
362411002	"Entire cerebellar hemisphere (body structure)"	Y	NULL
362413004	"Entire laminae albae of cerebellar cortex (body structure)"	Y	NULL
362415006	"Entire cerebellar roof nucleus (body structure)"	Y	NULL
362417003	"Entire cerebellar peduncle (body structure)"	Y	NULL
362418008	"Entire inferior cerebellar peduncle (body structure)"	Y	NULL
362422003	"Entire medulla oblongata medial longitudinal fasciculus (body structure)"	Y	NULL
362424002	"Entire clava (body structure)"	Y	NULL
362425001	"Entire cuneate tubercle (body structure)"	Y	NULL
362429007	"Entire ventral funiculus (body structure)"	Y	NULL
362430002	"Entire proper fasciculus (body structure)"	Y	NULL
362432005	"Entire dorsal funiculus (body structure)"	Y	NULL
362434006	"Entire lateral funiculus (body structure)"	Y	NULL
362436008	"Entire dorsal spinal nerve root (body structure)"	Y	NULL
362437004	"Entire ventral spinal nerve root (body structure)"	Y	NULL
362439001	"Entire cervical spinal cord posterior horn (body structure)"	Y	NULL
362442007	"Entire thoracic spinal cord posterior horn (body structure)"	Y	NULL
362446005	"Entire lumbosacral spinal cord posterior horn (body structure)"	Y	NULL
362451004	"Entire lumbosacral spinal cord nerve root (body structure)"	Y	NULL
362452006	"Entire spinal nerve of cauda equina (body structure)"	Y	NULL
362453001	"Entire optic nerve sheath (body structure)"	Y	NULL
362455008	"Entire intralaminar part of optic nerve (body structure)"	Y	NULL
362456009	"Entire oculomotor nerve (body structure)"	Y	NULL
362457000	"Entire oculomotor nucleus (body structure)"	Y	NULL
362459002	"Entire trigeminal nerve (body structure)"	Y	NULL
362460007	"Entire facial nerve (body structure)"	Y	NULL
362461006	"Entire parotid plexus of facial nerve (body structure)"	Y	NULL
362462004	"Entire vestibular nucleus (body structure)"	Y	NULL
362463009	"Entire cochlear nucleus (body structure)"	Y	NULL
362464003	"Entire vestibular nerve (body structure)"	Y	NULL
362465002	"Entire glossopharyngeal nerve (body structure)"	Y	NULL
362466001	"Entire vagus nerve (body structure)"	Y	NULL
362467005	"Entire vagus nerve nucleus (body structure)"	Y	NULL
362468000	"Entire anterior vagal trunk (body structure)"	Y	NULL
362469008	"Entire accessory nerve (body structure)"	Y	NULL
362471008	"Entire hypoglossal nerve (body structure)"	Y	NULL
362473006	"Entire cervical nerve dorsal branch (body structure)"	Y	NULL
362474000	"Entire ansa cervicalis (body structure)"	Y	NULL
362475004	"Entire supraclavicular part of brachial plexus (body structure)"	Y	NULL
362476003	"Entire infraclavicular part of brachial plexus (body structure)"	Y	NULL
362478002	"Entire lumbar nerve ventral primary division (body structure)"	Y	NULL
362480008	"Entire sacral nerve dorsal primary division (body structure)"	Y	NULL
362485003	"Entire sympathetic ganglion (body structure)"	Y	NULL
362492008	"Entire celiac ganglion (body structure)"	Y	NULL
362499004	"Entire optic axis (body structure)"	Y	NULL
362501007	"Entire soft tissues of orbit (body structure)"	Y	NULL
362502000	"Entire right eye (body structure)"	R	NULL
362503005	"Entire left eye (body structure)"	L	NULL
362504004	"Entire posterior chamber of eye (body structure)"	Y	NULL
362505003	"Entire vitreous cavity (body structure)"	Y	NULL
362506002	"Entire hyaloid canal (body structure)"	Y	NULL
362507006	"Entire suspensory ligament of eyeball (body structure)"	Y	NULL
362509009	"Entire anterior surface of cornea (body structure)"	Y	NULL
362510004	"Entire limbus corneae (body structure)"	Y	NULL
362511000	"Entire substantia propria of cornea (body structure)"	Y	NULL
362512007	"Entire superior retinal temporal vein (body structure)"	Y	NULL
362514008	"Entire pupillary margin of iris (body structure)"	Y	NULL
362515009	"Entire ciliary margin of iris (body structure)"	Y	NULL
362516005	"Entire tunica interna of eyeball (body structure)"	Y	NULL
362517001	"Entire macula lutea (body structure)"	Y	NULL
362518006	"Entire optic disc (body structure)"	Y	NULL
362519003	"Entire fundus of eye (body structure)"	Y	NULL
362520009	"Entire inner nuclear layer of retina (body structure)"	Y	NULL
362521008	"Entire anterior surface of lens (body structure)"	Y	NULL
362522001	"Entire posterior surface of lens (body structure)"	Y	NULL
362523006	"Entire epithelium of lens (body structure)"	Y	NULL
362524000	"Entire suspensory ligament of lens (body structure)"	Y	NULL
362525004	"Entire lateral canthus (body structure)"	Y	NULL
362526003	"Entire medial canthus (body structure)"	Y	NULL
362527007	"Entire free margin of eyelid (body structure)"	Y	NULL
362528002	"Entire lower eyelid (body structure)"	Y	NULL
362529005	"Entire tarsal plate (body structure)"	Y	NULL
362530000	"Entire lacrimal caruncle (body structure)"	Y	NULL
362531001	"Entire conjunctival sac (body structure)"	Y	NULL
362533003	"Entire lacrimal papilla (body structure)"	Y	NULL
362534009	"Entire lacrimal sac (body structure)"	Y	NULL
362535005	"Entire spine of helix (body structure)"	Y	NULL
362536006	"Entire tail of helix (body structure)"	Y	NULL
362537002	"Entire auricular tubercle (body structure)"	Y	NULL
362538007	"Entire fossa triangularis of ear (body structure)"	Y	NULL
362539004	"Entire crura of antihelix (body structure)"	Y	NULL
362540002	"Entire scaphoid fossa (body structure)"	Y	NULL
362541003	"Entire tragus (body structure)"	Y	NULL
362542005	"Entire intertragal incisure (body structure)"	Y	NULL
362543000	"Entire antitragus (body structure)"	Y	NULL
362544006	"Entire ear lobule (body structure)"	Y	NULL
362545007	"Entire cymba conchae (body structure)"	Y	NULL
362546008	"Entire cavity of concha (body structure)"	Y	NULL
362547004	"Entire crus of helix (body structure)"	Y	NULL
362548009	"Entire ligament of auricle (body structure)"	Y	NULL
362549001	"Entire cartilaginous portion of auditory canal (body structure)"	Y	NULL
362550001	"Entire osseous portion of auditory canal (body structure)"	Y	NULL
36255003	"Structure of spinal cord nucleus dorsalis (body structure)"	Y	NULL
362551002	"Entire tympanic cavity (body structure)"	Y	NULL
362552009	"Entire tympanic mucosa (body structure)"	Y	NULL
362555006	"Entire pars tensa of tympanic membrane (body structure)"	Y	NULL
362556007	"Entire wall of tympanic cavity (body structure)"	Y	NULL
362557003	"Entire recessus epitympanicus (body structure)"	Y	NULL
362558008	"Entire articulation of auditory ossicles (body structure)"	Y	NULL
362559000	"Entire ossicular ligament (body structure)"	Y	NULL
362560005	"Entire membrane of stapes (body structure)"	Y	NULL
36256002	"Structure of proximal phalanx of middle finger (body structure)"	Y	NULL
362561009	"Entire vestibular window (body structure)"	Y	NULL
362563007	"Entire osseous portion of Eustachian tube (body structure)"	Y	NULL
362564001	"Entire cartilaginous portion of Eustachian tube (body structure)"	Y	NULL
362565000	"Entire cartilage of Eustachian tube (body structure)"	Y	NULL
362566004	"Entire mucous membrane of Eustachian tube (body structure)"	Y	NULL
362567008	"Entire endolymphatic duct (body structure)"	Y	NULL
362568003	"Entire macula of utricle (body structure)"	Y	NULL
362569006	"Entire membrane of semicircular duct (body structure)"	Y	NULL
362570007	"Entire membranous ampulla (body structure)"	Y	NULL
362571006	"Entire otolithic membrane (body structure)"	Y	NULL
362572004	"Entire macula of saccule (body structure)"	Y	NULL
362573009	"Entire supporting cell of organ of Corti (body structure)"	Y	NULL
362574003	"Entire basilar membrane of cochlea (body structure)"	Y	NULL
362575002	"Entire vestibular membrane (body structure)"	Y	NULL
362576001	"Entire perilymphatic space (body structure)"	Y	NULL
362577005	"Entire spiral canal of modiolus (body structure)"	Y	NULL
362578000	"Entire scala vestibuli (body structure)"	Y	NULL
362579008	"Entire scala tympani (body structure)"	Y	NULL
362581005	"Entire fundus of internal auditory canal (body structure)"	Y	NULL
362584002	"Entire adrenal cortex (body structure)"	Y	NULL
362585001	"Entire adrenal medulla (body structure)"	Y	NULL
362586000	"Entire carotid body (body structure)"	Y	NULL
362595008	"Entire palatine arch (body structure)"	Y	NULL
362596009	"Entire tonsillar fossa (body structure)"	Y	NULL
362602007	"Entire right half of body (body structure)"	R	NULL
362603002	"Entire left half of body (body structure)"	L	NULL
362607001	"Entire spino-olivary tract (body structure)"	Y	NULL
362611007	"Entire side of head (body structure)"	Y	NULL
362612000	"Entire right half of head (body structure)"	R	NULL
362613005	"Entire left half of head (body structure)"	L	NULL
362615003	"Entire supraorbital area (body structure)"	Y	NULL
362617006	"Entire parietal region (body structure)"	Y	NULL
362620003	"Entire temporal region (body structure)"	Y	NULL
362621004	"Entire infratemporal region (body structure)"	Y	NULL
362622006	"Entire auricular region (body structure)"	Y	NULL
362623001	"Entire postauricular region (body structure)"	Y	NULL
362624007	"Entire preauricular region (body structure)"	Y	NULL
362626009	"Entire right side of face (body structure)"	R	NULL
362627000	"Entire left side of face (body structure)"	L	NULL
362629002	"Entire zygomatic region of face (body structure)"	Y	NULL
362630007	"Entire parotid-masseteric region of face (body structure)"	Y	NULL
362631006	"Entire infrapalpebral fold (body structure)"	Y	NULL
362638000	"Entire submandibular space (body structure)"	Y	NULL
362641009	"Entire orbital margin (body structure)"	Y	NULL
362642002	"Entire infraorbital margin (body structure)"	Y	NULL
362643007	"Entire superior wall of orbit (body structure)"	Y	NULL
362644001	"Entire lateral wall of orbit (body structure)"	Y	NULL
362645000	"Entire medial wall of orbit (body structure)"	Y	NULL
362646004	"Entire periorbital region (body structure)"	Y	NULL
362647008	"Entire pterygoid region (body structure)"	Y	NULL
